name,name_en,amenity,building,healthcare,healthca_1,operator_t,capacity_p,addr_full,addr_city,source,name_ro,osm_id,osm_type,longitude,latitude
Dr. Max,,pharmacy,,pharmacy,,,,,,,,9943186221,nodes,21.9341008,47.0586132
Cabinet psihoterapie Daniela Rusev,,,,psychotherapist,,,,,Bucuresti,,,5543341121,nodes,26.0450725,44.423296
Remedia - Sf. Gheorghe,,pharmacy,,,,,,,Deva,,,676813916,nodes,22.9024998,45.8778772
Affidea,,clinic,,,,,,,,,,11254642054,nodes,22.9059738,45.8780847
Farmacie,,pharmacy,,,,,,,Bucuresti,MS,,2637755418,nodes,26.0350085,44.4226775
ComFarm,,pharmacy,,pharmacy,,,,,,survey,,1537974769,nodes,26.1389132,44.438063
"Centrul Medical de Diagnostic si Tratament Ambulatoriu Dr. ""Nicolae Kretzulescu""",,clinic,,clinic,,,,,Bucuresti,,,3217291761,nodes,26.0943699,44.4324088
Medas,,clinic,,clinic,,,,,Bucuresti,,,7018311390,nodes,26.0909143,44.4344632
PROVITA,,clinic,public,clinic,,,,,Bucuresti,,PROVITA,2841152232,nodes,26.0833058,44.4647504
Farmacia Richter,,pharmacy,,pharmacy,,,,,Targu Secuiesc,,Farmacia Richter,445474820,nodes,26.1369801,46.0006147
Cabinet echografie,,doctors,,doctor,,,,,,,Cabinet echografie,4941602424,nodes,26.137824,45.9981851
Policlinica Baile Felix,,clinic,,,,,,,Baile Felix,,,1493556658,nodes,21.9776925,46.9901319
SlimArt,,doctors,,doctor,plastic_surgery,,,,Bucuresti,,,11069855113,nodes,26.1002888,44.4595891
Dental Class,,dentist,,dentist,,,,,Bucuresti,,,4108864189,nodes,26.1031695,44.4296887
Excel Dent,,dentist,,,,,,,Bucuresti,,,5114880036,nodes,26.1058118,44.4575171
Ortho Institute,,dentist,,dentist,,,,,,,,6819965739,nodes,26.0942924,44.455983
Catena,,pharmacy,,pharmacy,,,,,Bucuresti,MS,,2637716146,nodes,26.096331,44.4574987
Dr.MAX,,pharmacy,,pharmacy,,,,,Bucuresti,MS,,2637716538,nodes,26.0835843,44.4503757
Dr. Max,,pharmacy,,pharmacy,,,,,Bucuresti,MS,,2637716569,nodes,26.079562,44.4562474
Remedio,,pharmacy,,,,,,,Baile 1 Mai,,,1734273092,nodes,21.9963552,46.9973632
Promesa,,pharmacy,,,,,,,Bucuresti,MS,,2637394412,nodes,26.1289473,44.4364837
Dr. Max,,pharmacy,,pharmacy,,,,,,,,1977615022,nodes,26.0797672,44.4518925
Pharma Part,,pharmacy,,pharmacy,,,,,,,,2723374203,nodes,26.0798744,44.4518887
Dentist Dr. Aristide Dan,,dentist,,dentist,,,,,,,,9131565976,nodes,26.0864098,44.4433491
Centrul Medical Academica,,clinic,,clinic,,,,,Bucuresti,,,4089160957,nodes,26.0858141,44.4647174
Regina Maria - Policlinica Primaverii,,clinic,,clinic,general;internal;ophthalmology;radiology;cardiology,private,,,Bucuresti,,,9423113868,nodes,26.0878463,44.4659639
Dent Estet,,dentist,,dentist,,,,,,,,5253609472,nodes,26.0879319,44.4695486
Dr. Max,,pharmacy,,pharmacy,,,,,Bucuresti,,,408137777,nodes,26.0949147,44.4794012
Dr. Max,,pharmacy,,pharmacy,,,,,Bucuresti,,,8244903933,nodes,25.9822534,44.4399304
Dr. Max,,pharmacy,,pharmacy,,,,,Bucuresti,,,3891462649,nodes,26.0141509,44.4379805
Dr. Max,,pharmacy,,pharmacy,,,,,Chiajna,,,8244872609,nodes,25.9571338,44.4386476
Clinica Elysium,,clinic,,clinic,,,,,,,,5211628293,nodes,26.0892275,44.466981
,,pharmacy,,,,,,,,,,599536173,nodes,21.8572609,46.7908405
,,pharmacy,,,,,,,,,,4103729846,nodes,21.9354446,46.7728269
Farmacia Counter,,pharmacy,,,,,,,,,,4103729851,nodes,21.9311665,46.774945
Natur House,,pharmacy,,pharmacy,,,,,Bucuresti,survey,,2429865752,nodes,26.0215188,44.4224
Remedia,,pharmacy,,pharmacy,,,,,Bucuresti,,,6142011785,nodes,26.0215468,44.4224202
Implant & Esthetic Center,,dentist,,dentist,,,,,Bucuresti,,,4818368652,nodes,26.0323316,44.430321
Farmacie,,pharmacy,,pharmacy,,,,,Bucuresti,,,6242051748,nodes,26.0940188,44.4292288
"Clinica ""Nadia Comaneci""",,clinic,,clinic,,,,,Bucuresti,,,2459587269,nodes,26.0955211,44.4291713
Crisia farm,,pharmacy,,pharmacy,,,,,,,,11250481088,nodes,26.1394189,44.4293262
Cabinet stomatologic,,doctors,,,,,,,,,Cabinet stomatologic,4564154290,nodes,21.9459427,47.0333909
BellaDonna,,pharmacy,,,,,,,,,,2866071283,nodes,26.081023,44.4397755
Dispensar Tinca,,doctors,,,,,,,,,,4103729847,nodes,21.9294928,46.7740008
Doctor Skin,,doctors,,doctor,dermatology,,,,Bucuresti,survey,,6779726962,nodes,26.034951,44.4171873
Farmacia Help,,pharmacy,,pharmacy,,,,,Bucuresti,MS,,8346045102,nodes,26.0276018,44.4170608
Catena,,pharmacy,,pharmacy,,,,,Bucuresti,,,10578899541,nodes,26.0137363,44.4162504
Rosana Medical,,clinic,,clinic,,,,,Bucuresti,,,10578899542,nodes,26.013754,44.4161919
Farmacia Beladona,,pharmacy,,pharmacy,,,,,Bucuresti,,,1696589575,nodes,26.1541693,44.4150599
Belladonna,,pharmacy,,pharmacy,,,,,Bucuresti,MS,,2637675852,nodes,26.1392232,44.4192292
Plafar,,,,alternative,,,,,,,,6808245750,nodes,26.1369326,44.4193563
Twin Dent,,dentist,,dentist,,,,,Bucuresti,,,6054061722,nodes,26.0801597,44.4248278
,,pharmacy,,pharmacy,,,,,,,,6053541308,nodes,26.0810795,44.4247659
Centrul Medical Panduri,,clinic,,clinic,,,,,Bucuresti,field survey,,4195126103,nodes,26.0699039,44.4262805
Cabinet Medical,,clinic,,,,,,,,,,2865886734,nodes,26.0763326,44.443905
Farmacie,,pharmacy,,,,,,,Bucuresti,MS,,2637755416,nodes,26.0181049,44.4202719
Cabinet Medicina de Faminie,,doctors,,,,,,,,survey,,2455604752,nodes,26.0181289,44.4188642
Catena Farmacie,,pharmacy,,,,,,,Bucuresti,MS,,2637394141,nodes,26.1137322,44.4600697
Mind Therapy Center,,doctors,,doctor,psychology,,,,Bucuresti,,,6602434787,nodes,26.085399,44.4451533
Dr. Max,,pharmacy,,pharmacy,,,,,Oradea,,Dr Max,8601933502,nodes,21.9157753,47.0766407
Farmacia Fortuna,,pharmacy,,pharmacy,,,,,,,Farmacia Fortuna,10165920347,nodes,21.9161636,47.0777292
Catena,,pharmacy,,pharmacy,,,,,,,Catena,10165806964,nodes,21.9162191,47.0776461
Apoteca,,pharmacy,,pharmacy,,,,,Bucuresti,,,3082036875,nodes,26.0785565,44.4448332
Farmalex Total,,pharmacy,,pharmacy,,,,,Bucuresti,MS,,2637716344,nodes,26.0793531,44.4448215
Rytmomed,,clinic,,,,,,,Bucuresti,,,6988883367,nodes,26.0847053,44.44244
Happy Dent,,dentist,,,,,,,,,,2865886739,nodes,26.0774985,44.4432429
Ropharma,,pharmacy,,,,,,,,,,1813529266,nodes,26.0878279,46.9124025
ProEstetica,,clinic,,,,,,,,survey,,2744685198,nodes,26.0980775,44.4595921
Centrul de Recuperare,,doctors,,,,,,,,,,1734273081,nodes,22.0005,46.9962315
Farmacie Veterinara,,pharmacy,,pharmacy,,,,,Sebes,,,10568432610,nodes,23.5670227,45.9572484
Farmacia Aldis,,pharmacy,,pharmacy,,,,,,,,10567190135,nodes,23.5658784,45.9512752
Dr.Rosu Adina,,doctors,,,,,,,,,,5801628453,nodes,23.6824793,45.7842218
Farmacia #,,pharmacy,,,,,,,,,,5801628353,nodes,23.6826159,45.7841508
Regina Maria - Policlinica Victoria,,clinic,,clinic,,private,,,Bucuresti,,,9913743863,nodes,26.0835809,44.4504861
DipaDent,,dentist,,dentist,,,,,Bucuresti,,,4100370846,nodes,26.0720395,44.4317904
MultiFarm,,pharmacy,,pharmacy,,,,,Bucuresti,survey,,2533114253,nodes,26.0397905,44.4346253
Help Net,,pharmacy,,pharmacy,,,,,Bucuresti,MS,,2637755430,nodes,26.0362555,44.433258
Master Farm,,pharmacy,,pharmacy,,,,,Bucuresti,survey,,2637755433,nodes,26.015406,44.4329224
Catena,,pharmacy,,pharmacy,,,,,Bucuresti,MS,,2637755456,nodes,26.028484,44.4346579
Magic Farm,,pharmacy,,pharmacy,,,,,Bucuresti,,,4073644712,nodes,26.0052456,44.433524
Regina Maria,,clinic,,clinic,,,,,Bucuresti,,,5042319740,nodes,26.034038,44.4337527
Life Med,,clinic,,clinic,,,,,Bucuresti,,,5042364604,nodes,26.0344055,44.4347396
Dr Iliasa,,dentist,,dentist,,,,,Bucuresti,,,6053554486,nodes,26.0164536,44.4335604
Dr. Max,,pharmacy,,pharmacy,,,,,Bucuresti,,,6879839620,nodes,26.019376,44.4344013
Farmacia Fulbog,,pharmacy,,,,,,,Bucuresti,MS,,2637553857,nodes,26.072145,44.436109
Dentplus,,dentist,,,,,,,Bucuresti,,,6879839633,nodes,26.0180045,44.4336736
Pharmacy,,pharmacy,,,,,,,,,,2456009633,nodes,23.886988,45.7943572
Farmacie,,pharmacy,,,,,,,,,,2149033063,nodes,23.8828998,45.7944076
,,pharmacy,,,,,,,,,,9962224158,nodes,23.8849965,45.7949775
Zambeste in Saliste,,dentist,,,,,,,,,,9964345759,nodes,23.8822285,45.7939156
Spital,,hospital,,,,,,,,,,2149014244,nodes,23.8892212,45.7912328
Centrul de Sanatate Calan,,hospital,,,,,,,,,,472402768,nodes,23.0263719,45.7331603
Farmedia,,pharmacy,,,,,,,,,,529680206,nodes,23.0266815,45.7332615
Remedia,,pharmacy,,,,,,,,,,529680211,nodes,23.0231533,45.7320161
Lotus,,pharmacy,,,,,,,,,,529680209,nodes,23.0233679,45.732034
Iedera,,pharmacy,,,,,,,,,,529680204,nodes,23.0240247,45.7323375
Eucalipt,,pharmacy,,pharmacy,,,,,,,,3941118940,nodes,21.9540685,47.0439483
,,dentist,,dentist,,,,,,,,3941118937,nodes,21.9582254,47.0432085
Lavinia Davidescu,,clinic,,clinic,,,,,,,,9943134195,nodes,21.9404042,47.0563209
,,pharmacy,,,,,,,,,,9945760780,nodes,21.802487,46.7084077
Clinica Sante - analize medicale,,,,laboratory,,,,,Petrosani,,,10207121398,nodes,23.3749368,45.4088575
Cabinet Medical Udrea-Ionascu,,clinic,,clinic,,,,,,,,4411414070,nodes,23.3728055,45.4152681
Catena,,pharmacy,,pharmacy,,,,,Petrosani,,,5820245426,nodes,23.3756693,45.4097298
Dr. Max,,pharmacy,,pharmacy,,,,,Petrosani,,,10207153117,nodes,23.375589,45.4090652
Synevo - analize medicale,,,,laboratory,,,,,Petrosani,,,10207121416,nodes,23.3750739,45.4091216
Alma Med,,clinic,,clinic,,,,,,,,10207121415,nodes,23.3750213,45.4090994
Centrul medical Dr. Sink,,dentist,,dentist,,,,,Petrosani,,,10206982195,nodes,23.3724642,45.4075682
Cabinet stomatologic Dr. Ursachi,,dentist,,dentist,,,,,Lupeni,,,10220936982,nodes,23.2028239,45.3515354
Spitalul Lupeni,,hospital,,hospital,,,,,,,,5283565488,nodes,23.217885,45.3552234
Remedio,,pharmacy,,,,,,,,,,1492591811,nodes,21.9796045,46.989095
Cabinet MedicalMedicina Muncii,,doctors,,doctor,,,,,Sebes,,,10601980983,nodes,23.5594351,45.9530278
,,,,laboratory,blood_check,,,,,,,10814877526,nodes,23.5675983,45.9515656
Crisdent,,dentist,,dentist,,,,,Sebes,,,10603866609,nodes,23.5645111,45.9558986
Cabinet Stomatologic - Dr. Popa Simona,,dentist,,dentist,,,,,,,,10567190131,nodes,23.5659631,45.951462
Clinimar,,clinic,,clinic,internal;psychiatry;neuropsychiatry,,,,Sebes,,,10567190138,nodes,23.565901,45.9511927
Cabinet Medicina Dentara,,dentist,,dentist,,,,,,,,3097118124,nodes,23.18887,45.8374205
Farmacia Gentiana,,pharmacy,,pharmacy,,,,,Orastie,,,2598971525,nodes,23.1956816,45.8376322
Farmacia Richter,,pharmacy,,pharmacy,,,,"STRADA ARNSBERG BL 39, AP 2",Alba Iulia,data.gov.ro,,3373589955,nodes,23.5585151,46.0719568
Dr. Baciu,,doctors,,,,,,,,,,5825787530,nodes,23.3520775,45.8849785
Pris Fitovet,,pharmacy,,,,,,,,,,9471128592,nodes,23.7990549,45.885922
Spital,,hospital,,,,,,,,,,2094599074,nodes,23.7989295,45.8859866
Farmacie,,pharmacy,,,,,,,,,,2094524292,nodes,23.7944448,45.8871932
Spitalul Municipal Orastie,,hospital,,,,,,,,,,564932326,nodes,23.1865746,45.8422047
Farmacia CATENA,,pharmacy,,,,,,,Orastie,,,593686650,nodes,23.1913601,45.8376262
Serina,,pharmacy,,,,,,,,,,973612849,nodes,23.1957313,45.8382461
Spitalul Orasenesc,,hospital,,,,,,,,,,662571505,nodes,23.1221304,45.3319073
Spitalul comunal Branisca,,hospital,,hospital,,,,,,,,5293964688,nodes,22.7720738,45.9154617
Farmacia Stanciu,,pharmacy,,pharmacy,,,,,Sebes,,,10605861306,nodes,23.5683455,45.9569987
Cabinet Medicina Interna,,doctors,,doctor,internal;radiology,,,,Sebes,,,10620066075,nodes,23.5719217,45.95894
Cabinet Stomatologic - TRUTA ILEANA,,dentist,,dentist,,,,,,,,10573339028,nodes,23.573744,45.9580419
Cabinet Medical,,doctors,,doctor,,,,,,,,10605861316,nodes,23.5679608,45.9570316
Farmacia InfoFarm,,pharmacy,,pharmacy,,,,,Sebes,,,10568397105,nodes,23.5664572,45.957373
Cabinet Stomatologic,,dentist,,dentist,,,,,,,,10586374265,nodes,23.5765089,45.9550544
MedLife,,clinic,,clinic,,,,,Sebes,,,10687668515,nodes,23.5767447,45.9561023
ROMGER DIAGNOSTICA S.R.L.,,,,laboratory,biology;general;internal,,,,Sebes,,,10554322500,nodes,23.5853744,45.9532836
Dispensar,,hospital,,,,,,,,,,6680463287,nodes,23.173384,45.7294991
Farmacie,,pharmacy,,,,,,,,,Farmacie,1585901867,nodes,23.5676941,45.9569895
Dr. Cojocariu Ciprian,,doctors,,,,,,,,,,9964374424,nodes,23.8827472,45.7942483
Beratco / Alphega,,pharmacy,,pharmacy,,,,,,,,6888728505,nodes,21.222602,45.7582858
Catena,,pharmacy,,pharmacy,,,,,Timisoara,,,8009754556,nodes,21.2351922,45.7777983
Bioclinica,,,,laboratory,,,,,,,,10155160958,nodes,21.2357267,45.7763072
Dr. Baldea Dental Clinic,,dentist,,dentist,orthodontics;dentist;surgery,,,,Mosnita Noua,,,6389495575,nodes,21.3011537,45.72329
Help Net,,pharmacy,,pharmacy,,,,,Mosnita Noua,,,7815368131,nodes,21.315341,45.7189729
Cabinetul Medical Endocrinologie Dr. Munteanu Laura,,doctors,,doctor,endocrinology,,,,Timisoara,,,5236588729,nodes,21.2242656,45.7456721
Dona,,pharmacy,,pharmacy,,,,,,,,5224538279,nodes,21.2253774,45.7521094
Mihai Viteazul,,pharmacy,,pharmacy,,,,,,,,1234050821,nodes,21.2250708,45.7441729
Dental Corner,,dentist,,dentist,,,,,,,,6300805150,nodes,21.2275891,45.7294599
Help Net,,pharmacy,,pharmacy,,,,,,,,9360111040,nodes,21.2333969,45.7082938
Granthalma,,pharmacy,,pharmacy,,,,,,,,6616805326,nodes,21.2335233,45.705674
Catena,,pharmacy,,pharmacy,,,,,,,,6616806411,nodes,21.2338149,45.6993823
Medicina de familie,,doctors,,doctor,,,,,,,,10964810969,nodes,22.7564768,46.9550866
Natura Plus,,pharmacy,,pharmacy,,,,,,,,10964810970,nodes,22.7565646,46.9550435
Atelierul de zambete,,dentist,,dentist,,,,,,,,6643478522,nodes,21.2488806,45.7370996
Bioclinica,,clinic,,clinic,,,,,,,,6320416599,nodes,21.246616,45.7343622
Farmado,,pharmacy,,pharmacy,,,,,,,,6320416598,nodes,21.2469728,45.7342648
Sensiblu,,pharmacy,,pharmacy,,,,,,,,7077030625,nodes,21.2380871,45.7854827
Cabinetul Medical DR. LEONTIUC LAURA MIRELA - Medicina de Familie,,doctors,,doctor,,,,,Dumbravita,,,11135986388,nodes,21.2400492,45.7848165
Pedihelp,,clinic,,,,,,,,,,10750654483,nodes,21.2340617,45.7714557
C. M. Dr. Vancea Carmen,,doctors,,,,,,,Timisoara,,,4282796782,nodes,21.2316432,45.7736862
Acibadem,,clinic,,,,,,,,,,11255219793,nodes,21.2307894,45.7564777
Farmacia Granathalma,,pharmacy,,,,,,,Timisoara,,,4205191989,nodes,21.2288806,45.7319013
Farmacia Roz,,pharmacy,,,,,,,,,,2683108633,nodes,21.2343112,45.6997944
Cabinet Stomatologic Deodent,Dental Office Deodent,dentist,,,,,,,,,Cabinet Stomatologic Deodent,4370305896,nodes,21.2406222,45.7336123
Cabinet stomatologic Dr. Osman Mohamad,,dentist,,,,,,,Timisoara,,,2720476636,nodes,21.2496331,45.736152
Silviafarm,,pharmacy,,pharmacy,,,,,,,,2613330440,nodes,21.9030073,45.683771
,,pharmacy,,pharmacy,,,,,,,,602089058,nodes,21.9034601,45.6864449
Farmacia Passiflora,,pharmacy,,pharmacy,,,,,,,,2613344371,nodes,21.9033807,45.6902163
Farmacia Remedia,,pharmacy,,pharmacy,,,,,,,,6930125079,nodes,21.2344753,45.7557798
Drogheria Academica,,pharmacy,,pharmacy,,,,,,,,7888056076,nodes,21.2343292,45.7557898
,,pharmacy,,pharmacy,,,,,Crasna,,,7179584229,nodes,22.8744675,47.1615885
Dermatologie ORL,,doctors,,doctor,dermatology,,,,Cluj-Napoca,,,3691913729,nodes,23.5984519,46.7757666
CosMedica,,clinic,,clinic,plastic_surgery,,,,Cluj-Napoca,,,3691936925,nodes,23.5984728,46.775777
S.C.M. Medfam Grup,,doctors,,doctor,,,,,Cluj-Napoca,,,3691937226,nodes,23.5976976,46.7767634
Paris Dental Clinic,,dentist,,dentist,,,,,,,,7728644098,nodes,23.597654,46.776924
Ducfarm,,pharmacy,,pharmacy,,,,,Cluj-Napoca,,,4128124889,nodes,23.6032582,46.7755418
Catena,,pharmacy,,pharmacy,,,,,Cluj-Napoca,,,1702656714,nodes,23.6119108,46.7781224
Farmacia Chamomilla,,pharmacy,,pharmacy,,,,,Cluj Napoca,,Farmacia Chamomilla,7457329940,nodes,23.5835391,46.7678621
Synevo,,,,laboratory,,,,,Cluj-Napoca,,,11064482317,nodes,23.5839865,46.7680821
Farmacia Catena,,pharmacy,,pharmacy,,,,,Cluj-Napoca,,,2639585980,nodes,23.586625,46.7696682
Dermavision,,doctors,,doctor,dermatology,,,,Cluj-Napoca,,,4130185612,nodes,23.5864574,46.7679837
,,pharmacy,,,,,,,,,,2365069211,nodes,21.3760642,45.7802019
Centrul Medical DALMED,,clinic,,,,,,,,,,1472354298,nodes,21.2383194,45.7736642
C. M. Dr. Cretu Zanfira,,doctors,,,,,,,Timisoara,,,4273973594,nodes,21.2316455,45.7738463
Medozon,,clinic,,,,,,,,,,10135336092,nodes,21.2367104,45.7685408
,,pharmacy,,,,,,,,,,10125675882,nodes,21.234633,45.7681339
Sensiblu,,pharmacy,,,,,,,Timisoara,,,4277123914,nodes,21.2602925,45.7687793
Minunea naturii,,pharmacy,,,,,,,,,,9431306150,nodes,21.2416859,45.7743116
,,doctors,,,,,,,,,,10538893726,nodes,21.2439296,45.7722537
,,dentist,,,,,,,,,,9735796451,nodes,21.2390372,45.7747849
Verodent,,dentist,,,,,,,,,,9735808244,nodes,21.2374748,45.7755267
Catena,,pharmacy,,,,,,,,,,10155256824,nodes,21.2378591,45.7757243
Bioclinica,,,,laboratory,,,,,Cluj-Napoca,,,10975963094,nodes,23.5874241,46.7672587
Cabinet Stomatologic,,dentist,,dentist,,,,,,,,4128863851,nodes,23.5795009,46.7627714
Cabinet Stomatologic,,dentist,,dentist,,,,,,,,5153788350,nodes,23.578236,46.7648895
DentaCare,,dentist,,dentist,,,,,,,,6710460278,nodes,23.5929678,46.7584161
,,pharmacy,,pharmacy,,,,,Cluj-Napoca,,,2639663970,nodes,23.5909832,46.7740393
Richter,,pharmacy,,pharmacy,,,,,,,,9513735339,nodes,23.5908972,46.7695354
Farmacia Primaverii,Springs Pharmacy,pharmacy,,,,,,,,,,10006018817,nodes,22.9233294,47.7779999
Polimedica,,doctors,,doctor,,,,,Cluj-Napoca,survey,,2820072609,nodes,23.5938242,46.7735354
Farmacia Napofarm,,pharmacy,,pharmacy,,,,,,,,3834407858,nodes,23.5926061,46.775353
Conf. Dr. Onac Ioan - Recuperare medicala,,doctors,,doctor,,,,,Cluj-Napoca,,,5598379163,nodes,23.5920711,46.7765917
Prosan Consult - medicina muncii,,doctors,,doctor,,,,,Cluj-Napoca,,,5598379161,nodes,23.592037,46.7765834
Clarfon,,,,audiologist,,,,,,,,10282098384,nodes,23.5911733,46.7754476
Farmacia Europa,,pharmacy,,pharmacy,,,,,Cluj-Napoca,,,3996063071,nodes,23.5562669,46.7548198
Synevo,,,,laboratory,,,,,Cluj-Napoca,,,11037865444,nodes,23.555752,46.755209
Dental Image,,dentist,,dentist,,,,,,,,10696894209,nodes,23.5576592,46.754996
Medlife,,,,laboratory,,,,,,,,10696894233,nodes,23.5589696,46.7550457
Medstar,,,,laboratory,,,,,,,,10696894234,nodes,23.5589681,46.7550805
Farmacia Richter,,pharmacy,,pharmacy,,,,,Cluj-Napoca,,,3996041458,nodes,23.5542401,46.7536632
Estedent,,dentist,,dentist,,,,,,,,3996041485,nodes,23.5525085,46.7543982
Synevo,,,,laboratory,,,,,Cluj-Napoca,,,11037883366,nodes,23.5515788,46.7586871
Cabinet stomatologic Dr. Binta Vadim,,dentist,,dentist,stomatology,,,,Cluj-Napoca,,,10233017939,nodes,23.5527504,46.7563881
Cabinet stomatologic,,dentist,,dentist,,,,,Cluj-Napoca,,,10124390017,nodes,23.5524752,46.757177
Dentasis,,dentist,,dentist,,,,,,,,10653992971,nodes,23.5470475,46.7570244
Europa,,pharmacy,,pharmacy,,,,,,,,9562129203,nodes,23.5481504,46.7578769
Dr. Max,,pharmacy,,pharmacy,,,,,,,,6899911377,nodes,23.5338538,46.7503297
Bowen Center,,,,alternative,recovery,,,,Floresti,,,5704011195,nodes,23.5089119,46.7400697
DiaFarm,,pharmacy,,pharmacy,,,,,,,,7417139591,nodes,23.5619177,46.7504898
Vital Dent,,dentist,,dentist,,,,,,,,10718561403,nodes,23.5601896,46.7527788
Gamafarm,,pharmacy,,pharmacy,,,,,Cluj-Napoca,,,3627390909,nodes,23.5608541,46.7530241
Gherman Horatiu,,dentist,,dentist,,,,,,,,10718561402,nodes,23.5610077,46.753161
Arnica,,pharmacy,,pharmacy,,,,,Cluj-Napoca,,,7395095720,nodes,23.5605079,46.7556737
Dr. Max,,pharmacy,,pharmacy,,,,,Cluj-Napoca,,,7414521810,nodes,23.5602859,46.7551968
VivaFarm,,pharmacy,,pharmacy,,,,,Cluj-Napoca,,,7417034291,nodes,23.5598611,46.755568
Dr. Max,,pharmacy,,pharmacy,,,,,Cluj-Napoca,,,7414567575,nodes,23.5496757,46.7582775
Ducfarm,,pharmacy,,pharmacy,,,,,Cluj-Napoca,,,7462119938,nodes,23.5500446,46.7583538
Catena,,pharmacy,,pharmacy,,,,,Cluj-Napoca,,,7395293889,nodes,23.5509243,46.7585172
,,pharmacy,,pharmacy,,,,,,,,6053546203,nodes,22.9078068,45.8660719
Remedium,,pharmacy,,,,,,,,,,7498730828,nodes,23.5468286,46.7519598
Spital Iara,,hospital,,,,,,,,,,3502923078,nodes,23.5152585,46.554806
Hygeea Dava Com,,pharmacy,,,,,,,,,,957121144,nodes,22.9091933,45.8627194
,,clinic,,,,,,,,,,6053546209,nodes,22.9081048,45.8638733
Sf. Maria,,pharmacy,,,,,,,,,,673262843,nodes,22.9076078,45.8650076
,,pharmacy,,,,,,,,,,6053538191,nodes,22.9077778,45.8645023
,,doctors,,,,,,,,,,6053546202,nodes,22.9071239,45.8679753
Helpnet,,pharmacy,,pharmacy,,,,,,,,1214458140,nodes,21.219316,45.7646078
Catena,,pharmacy,,pharmacy,,,,,,,,1785824719,nodes,21.2188845,45.7650034
Catena,,pharmacy,,pharmacy,,,,,,,,5195796670,nodes,21.2132486,45.7622991
Cabinet Medical Dr. Annamaria Goga,,,,yes,,,,,,,,6785877409,nodes,21.2109171,45.7623981
Dr. Max,,pharmacy,,pharmacy,,,,,Timisoara,,,7214053717,nodes,21.2158221,45.7613074
Dr.Max,,pharmacy,,pharmacy,,,,,Timisoara,,,7214053721,nodes,21.218592,45.7701612
Catena,,pharmacy,,pharmacy,,,,,Timisoara,,,7214053722,nodes,21.2181726,45.7705338
DentaVis,,,,radiology,dental_radiology,,,,Timisoara,,,6801646121,nodes,21.2162693,45.746994
Dr.Max,,pharmacy,,pharmacy,,,,,Timisoara,,,7214053713,nodes,21.2151698,45.7464422
Dona,,pharmacy,,pharmacy,,,,,,,,4465957789,nodes,21.2008111,45.7548433
Optica medicala,,,,optometrist,,,,,,,,9949678468,nodes,21.2230881,45.7561602
Farmacia Dona,,pharmacy,,pharmacy,,,,,,,,4887993825,nodes,21.2230536,45.7564512
Regina Maria,,clinic,,clinic,,private,,,Timisoara,,,7160004001,nodes,21.2213479,45.7575731
Sensiblu,,pharmacy,,pharmacy,,,,,,,,7110109849,nodes,21.2292589,45.7658621
Nirvana,,pharmacy,,,,,,,,,,710736284,nodes,22.9097126,45.8739483
Catena,,pharmacy,,,,,,,,,,721073335,nodes,22.9083913,45.8748901
Spitalul Dr. Karl Diel Jimbolia,,hospital,,,,,,,,,Spitalul Dr. Karl Diel Jimbolia,6579663085,nodes,20.7155477,45.7823797
Dentist-Tim,,dentist,,,,,,,,,,5935692585,nodes,21.2162224,45.7441774
Dr. Max,,pharmacy,,,,,,,,,,513119066,nodes,21.2222293,45.7747521
Dr. Max,,pharmacy,,,,,,,,,,477200230,nodes,21.2221862,45.7744922
Premier Dental,,dentist,,,,,,,,,,10539063019,nodes,21.2278202,45.7738299
Clinica Dentara,,dentist,,dentist,,,,,,,,3946561824,nodes,23.5657723,46.7656324
,,dentist,,dentist,,,,,Cluj-Napoca,,,6960160888,nodes,23.5818549,46.7659385
NapoFarm,,pharmacy,,pharmacy,,,,,,,,7414669626,nodes,23.5829607,46.7661012
Zumba Med Events,,doctors,,doctor,,,,,,,,4130482268,nodes,23.5854925,46.7664452
,,dentist,,dentist,,,,,,,,4130482265,nodes,23.5855759,46.7665689
Opticlar,,doctors,,doctor,,,,,Cluj-Napoca,,,4618196790,nodes,23.5871032,46.7661915
Community Dental,,dentist,,dentist,,,,,,,,10870112601,nodes,23.5879545,46.7662174
Terra med,,clinic,,clinic,,,,,Cluj-Napoca,,,2835710037,nodes,23.5876383,46.7816502
Farmacia Richter,,pharmacy,,pharmacy,,,,,Cluj-Napoca,,,2817623405,nodes,23.5873218,46.7830324
Catena,,pharmacy,,pharmacy,,,,,,,,10823751066,nodes,23.5877688,46.7828811
Cabinet stomatologic Marius Miclea,,dentist,,dentist,,,,,Cluj-Napoca,,,2860654010,nodes,23.5892621,46.7821067
"Cabinet medical pediatrie, anatomie patologica",,doctors,,doctor,,,,,Cluj-Napoca,,,3691974025,nodes,23.590848,46.7828647
Ortoelitte,,dentist,,dentist,,,,,Cluj-Napoca,,,2821560213,nodes,23.5889786,46.7809056
Conf. Dr. Onac Ioan,,doctors,,doctor,,,,,Cluj-Napoca,,,2817623302,nodes,23.5872006,46.7811326
Telus Care,,clinic,,clinic,,,,,,,,10581273515,nodes,23.6094583,46.7837131
Cabinet Stomatologic,,dentist,,dentist,,,,,Cluj-Napoca,,,3623123849,nodes,23.6105327,46.7782608
,,dentist,,dentist,,,,,,,,8257484109,nodes,23.606225,46.7673884
